,length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,ratio_nullHyperlinks,nb_extCSS,ratio_intRedirection,ratio_extRedirection,ratio_intErrors,ratio_extErrors,login_form,external_favicon,links_in_tags,submit_email,ratio_intMedia,ratio_extMedia,sfh,iframe,popup_window,safe_anchor,onmouseover,right_clic,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank
6443,48,18,0,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,2,0,5,3,3,3,6,10,10,8,6.6,6.5,6.666666667,0,0,0,0,0,0,565,0.957522124,0.042477876,0,0,0,0.083333333,0,0.041666667,0,1,94.28571429,0,100.0,0.0,0,0,0,73.07692308,0,0,0,0,0,0,119,8645,11963,0,1,5
6653,76,50,1,4,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,1,0.131578947,0.0,0,0,0,1,0,3,1,0,0,0,1,0,7,4,2,3,2,15,13,15,8.428571429,8.4,8.5,0,0,0,0,0,0,51,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,0,25,3993,5707171,0,1,0
1425,66,26,1,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.318181818,0.0,0,0,0,0,0,2,1,0,0,0,1,0,4,4,3,3,32,32,10,32,13.0,6.666666667,32.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,74,5769,0,0,1,2
7801,57,39,1,4,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.350877193,0.512820513,0,0,0,0,0,3,0,0,1,0,0,0,6,1,1,1,2,22,22,7,6.833333333,8.0,4.5,2,0,0,0,0,0,22,0.181818182,0.818181818,0,1,0,0.166666667,0,0.0,0,1,0.0,0,16.66666667,83.33333333,0,0,0,25.0,0,0,0,1,1,0,228,5615,0,0,1,5
1502,110,19,1,3,7,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0.1363636359999999,0.0,0,0,0,0,0,3,0,0,0,0,1,0,13,6,1,3,1,13,9,13,6.538461538,6.0,6.6363636360000005,0,0,0,0,0,0,33,0.96969697,0.03030303,0,0,0,1.0,0,1.0,0,0,100.0,0,100.0,0.0,0,0,0,80.0,0,0,0,1,0,0,191,-1,624875,0,0,4
11135,99,15,0,2,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0.090909091,0.0,0,0,0,0,0,2,0,0,0,0,0,0,7,2,1,4,1,56,6,56,11.57142857,5.0,14.2,1,1,0,0,0,0,27,0.37037037,0.62962963,0,4,0,0.0,0,0.0,0,1,33.33333333,0,0.0,100.0,0,0,0,0.0,0,0,0,1,1,0,2973,8348,1,0,1,10
9799,65,36,0,5,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.076923077,0.083333333,0,0,0,0,0,3,0,0,1,0,0,0,9,6,1,1,4,10,7,10,5.1111111110000005,4.5,6.333333333,1,0,0,0,0,0,22,0.181818182,0.818181818,0,1,0,0.277777778,0,0.0,0,1,0.0,0,16.66666667,83.33333333,0,0,0,25.0,0,0,0,1,0,0,218,5626,0,0,1,5
7663,98,20,0,4,0,1,1,0,0,1,0,0,0,4,0,1,0,0,0,0,0,1,0,0,1,0.071428571,0.0,0,0,1,0,0,3,0,0,0,0,1,0,9,2,2,3,2,44,12,44,8.777777777999999,7.5,9.142857143,0,0,0,0,0,0,32,0.59375,0.40625,0,3,0,0.153846154,0,0.0,0,1,50.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,1,0,112,254,0,0,0,0
9816,33,24,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,16,16,0,9.5,9.5,0.0,0,0,0,0,0,0,155,0.812903226,0.187096774,0,3,0,0.068965517,0,0.034482759,0,1,88.88888889,0,50.0,50.0,0,0,0,46.15384615,0,0,0,1,0,0,370,2917,68190,0,0,6
678,17,8,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,5,0,5,5,0,5.0,5.0,0.0,0,0,0,0,0,0,62,0.870967742,0.129032258,0,1,0,0.0,0,0.25,0,1,84.21052632,0,0.0,0.0,0,0,0,50.0,0,0,0,1,0,0,0,7640,3012018,0,0,3
11288,39,13,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,1,0,0,3,0,1,0,0,0,0,4,3,3,3,4,12,6,12,6.25,4.5,8.0,0,0,0,0,0,0,77,0.727272727,0.272727273,0,0,0,0.523809524,0,0.0,0,0,85.71428571,0,100.0,0.0,0,0,0,25.92592593,0,0,0,1,0,0,0,-1,541220,0,0,3
10883,33,18,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,6,15,6,15,15,6,10.5,15.0,6.0,0,0,0,0,0,0,89,0.337078652,0.662921348,0,0,0,0.322033898,0,0.440677966,0,1,60.0,0,100.0,0.0,0,0,0,14.0625,0,0,0,1,1,0,269,96,0,0,1,0
8094,39,18,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,1,0,0,0,0,0,4,1,2,2,12,12,8,12,6.0,4.0,12.0,0,1,0,0,0,0,119,0.344537815,0.655462185,0,13,0,0.0,0,0.0,0,1,11.76470588,0,0.0,100.0,0,0,0,100.0,0,0,0,0,1,0,2808,8516,8,0,1,10
8023,25,17,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,2,3,3,3,0,6,6,0,4.5,4.5,0.0,0,0,0,0,0,0,23,0.47826087,0.52173913,0,3,0,0.0,0,0.0,0,1,44.44444444,0,0.0,100.0,0,0,0,100.0,0,0,0,0,0,1,0,2346,924427,0,0,1
1070,25,16,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,8,8,0,5.5,5.5,0.0,0,0,0,0,0,0,149,0.536912752,0.463087248,0,6,0,0.028985507,0,0.0,0,1,13.33333333,0,0.0,100.0,0,0,0,18.18181818,0,0,0,1,1,0,320,1141,2816511,0,0,6
8541,54,18,1,3,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0.111111111,0.0,0,0,0,0,0,3,1,0,1,0,1,0,7,2,2,4,2,9,9,8,5.1428571430000005,6.5,4.6,0,1,0,0,0,0,26,0.961538462,0.038461538,0,0,0,1.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,80.0,0,0,0,0,0,0,285,10674,23,0,1,8
10841,125,50,1,4,1,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0.184,0.0,0,0,0,1,0,3,1,0,0,0,1,0,12,4,2,3,2,17,13,17,8.25,8.4,8.142857142999999,0,0,0,0,0,0,51,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,0,25,3992,5697976,0,1,0
10408,21,13,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,2,3,3,3,0,6,6,0,4.5,4.5,0.0,0,0,0,0,0,0,1018,0.996070727,0.003929273,0,0,0,0.0,0,0.0,0,0,96.96969697,0,99.65156794,0.348432056,0,0,0,66.66666667,0,0,0,0,1,1,0,-1,1165,0,0,5
3392,22,14,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,4,4,0,5,5,0,4.5,4.5,0.0,0,0,0,0,0,0,94,0.8297872340000001,0.170212766,0,1,0,0.0,0,0.0,1,1,72.5,0,0.0,0.0,0,0,0,100.0,0,0,0,1,1,0,192,-1,0,0,1,4
7722,45,38,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.022222222,0.026315789,0,0,0,0,0,2,0,0,1,0,1,0,2,0,8,8,0,25,25,0,16.5,16.5,0.0,0,1,0,0,0,0,14,0.071428571,0.928571429,0,0,0,0.846153846,0,0.615384615,0,1,0.0,0,0.0,0.0,0,0,0,14.28571429,0,0,0,1,0,0,374,7295,0,0,1,5
7784,63,18,1,2,2,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.126984127,0.0,0,0,0,0,0,2,0,0,0,0,0,0,7,4,2,3,2,16,10,16,6.428571429,6.5,6.4,0,0,0,0,0,0,165,0.727272727,0.272727273,0,3,0,0.066666667,0,0.044444444,0,1,58.82352941,0,91.89189189,8.108108108,0,0,0,42.55319149,0,0,0,1,1,0,985,5223,136,0,0,8
6992,50,42,0,3,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.02,0.023809524,0,0,0,0,0,3,0,0,0,0,1,0,6,4,3,3,0,11,11,0,5.5,5.5,0.0,0,0,0,0,0,0,103,0.932038835,0.067961165,0,1,0,0.285714286,0,0.0,0,1,81.81818182,0,100.0,0.0,0,0,0,0.0,0,0,0,1,1,0,176,7128,8386524,1,1,1
418,52,19,0,2,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,1,1,0,0,1,0.038461538,0.0,0,0,0,0,0,2,0,0,0,0,1,0,5,3,3,3,6,11,11,10,7.4,7.0,7.666666667,0,0,0,0,0,0,206,0.59223301,0.40776699,0,2,0,0.0,0,0.011904762,0,1,64.70588235,0,78.26086957,21.73913043,0,0,0,11.53846154,0,0,0,1,1,0,632,6673,6923,0,1,5
6899,34,26,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.088235294,0.115384615,0,0,0,0,0,2,0,1,0,0,1,0,2,1,3,3,0,18,18,0,10.5,10.5,0.0,0,0,0,0,0,0,103,0.932038835,0.067961165,0,1,0,0.285714286,0,0.0,0,1,81.81818182,0,100.0,0.0,0,0,0,0.0,0,0,0,1,1,0,319,6255,1416696,1,1,0
8746,43,25,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.186046512,0.32,0,0,0,0,1,3,0,0,0,0,1,0,4,1,4,10,4,11,11,5,7.5,10.5,4.5,0,0,0,0,0,0,8,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,122,1338,22211,0,1,6
1947,122,13,0,3,0,0,0,0,0,0,12,0,0,8,0,1,0,0,0,0,1,0,0,0,1,0.06557377,0.0,0,0,0,0,0,3,0,0,0,0,1,0,21,3,2,3,2,8,5,8,4.333333333,4.0,4.3684210530000005,0,0,0,0,0,0,55,0.672727273,0.327272727,0,0,0,0.277777778,0,0.277777778,0,0,50.0,0,60.0,40.0,0,0,0,18.75,0,0,0,1,1,0,215,9282,2118,0,1,7
3336,69,23,0,4,2,0,0,0,0,0,0,1,0,7,0,1,0,0,0,0,1,0,0,0,0,0.0144927539999999,0.0,0,0,1,0,1,3,0,0,0,0,0,0,11,3,2,2,2,8,8,7,4.363636364,4.25,4.428571429,0,0,0,0,0,0,70,0.7142857140000001,0.285714286,0,0,0,0.95,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,4.761904762,0,0,0,1,0,0,0,-1,64871,0,0,5
2299,41,16,0,2,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,2,2,4,9,9,6,5.0,5.5,4.666666667,0,1,0,0,0,0,207,0.937198068,0.062801932,0,0,0,0.307692308,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,68.29268293,0,0,0,0,1,0,902,7133,12,0,0,7
7602,158,23,1,3,0,0,0,0,0,1,2,0,0,4,0,1,0,0,0,0,2,0,0,1,1,0.221518987,0.0,0,0,0,0,0,3,0,0,0,0,1,0,8,12,3,3,3,40,15,40,17.5,9.0,20.33333333,1,0,0,0,0,0,21,0.904761905,0.095238095,0,0,0,0.0,0,0.0,0,0,75.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,0,0,134,1692,0,0,1,1
7025,33,25,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,2,4,3,3,0,17,17,0,10.0,10.0,0.0,0,0,0,0,0,0,114,0.614035088,0.3859649120000001,0,2,0,0.0,0,0.1363636359999999,0,1,0.0,0,0.0,100.0,0,0,0,95.45454545,0,0,0,1,1,0,242,3775,5639332,0,0,2
208,32,18,0,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,1,0,0,0,2,0,3,0,2,2,5,12,12,5,6.333333333,7.0,5.0,0,0,0,0,0,0,140,0.971428571,0.028571429,0,1,0,0.25,0,0.0,0,1,98.07692308,0,100.0,0.0,0,0,0,96.0,0,0,0,1,1,1,0,-1,5497323,0,1,0
8624,123,13,0,3,0,0,0,0,0,0,12,0,0,8,0,1,0,0,0,0,1,0,0,0,1,0.048780488,0.0,0,0,0,0,0,3,0,0,0,0,1,0,21,7,1,3,1,9,5,9,4.380952381,4.0,4.421052632,0,0,0,0,0,0,55,0.690909091,0.309090909,0,0,0,0.470588235,0,0.235294118,0,0,50.0,0,60.0,40.0,0,0,0,20.0,0,0,0,1,1,0,214,9284,2102,0,1,7
10781,23,14,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,7,7,0,5.0,5.0,0.0,0,0,0,0,0,0,121,0.950413223,0.049586777,0,1,0,0.0,0,0.0,0,1,95.0,0,75.0,25.0,0,0,0,50.0,0,0,0,0,0,0,220,4162,951195,0,0,2
5778,44,27,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.045454545,0.0,0,0,0,0,0,2,0,0,0,0,2,0,4,4,2,3,2,19,19,6,7.5,11.0,4.0,0,0,0,0,0,0,1,1.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,100.0,0,0,0,1,0,0,154,3133,413788,0,1,4
528,58,28,0,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,1,0,1,0,5,0,4,10,4,13,13,10,8.6,11.5,6.666666667,0,0,0,0,0,0,98,0.632653061,0.367346939,0,1,0,0.055555556,0,0.027777778,0,1,52.94117647,0,5.0,95.0,0,0,0,86.04651163,0,0,0,1,0,0,132,7616,2190,0,0,5
779,41,32,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,8,8,0,19,19,0,13.5,13.5,0.0,0,1,0,0,0,0,209,0.516746411,0.483253589,0,3,0,0.267326733,0,0.02970297,1,1,0.0,0,8.163265306,91.83673469,0,0,0,70.22900763,0,0,0,1,1,0,372,7297,0,0,0,5
722,77,28,1,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0.181818182,0.0,0,0,0,0,0,2,0,0,0,0,0,0,5,2,5,9,5,22,14,22,12.2,11.5,12.66666667,1,0,0,0,0,0,15,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,16,1079,0,0,1,0
7518,54,11,0,2,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,1,0,0,0,0,1,0.037037037,0.0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,3,8,3,12,8,12,6.5,8.0,6.2,1,0,0,0,0,0,13,0.076923077,0.923076923,0,1,0,0.333333333,0,0.0,0,1,0.0,0,0.0,100.0,0,0,0,0.0,0,0,0,1,0,0,346,3672,0,0,1,0
1860,96,19,0,3,11,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0625,0.0,0,0,0,0,0,3,0,0,0,0,0,0,15,7,1,3,1,11,11,8,4.666666667,7.0,4.307692308,0,0,0,0,0,0,128,0.8515625,0.1484375,0,0,0,0.315789474,0,0.0,0,1,70.96774194,0,80.0,20.0,0,0,0,60.0,0,0,0,1,0,0,603,5240,19067,0,0,5
9699,21,12,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,5,5,0,4.0,4.0,0.0,0,0,0,0,0,0,137,0.98540146,0.01459854,0,0,0,1.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,33.33333333,0,0,0,0,0,0,0,-1,676660,0,0,5
10931,63,23,0,3,1,0,1,1,0,2,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.126984127,0.0,0,0,0,0,0,3,1,0,0,0,0,0,10,1,1,2,1,12,12,7,4.4,6.0,3.714285714,0,0,0,0,0,0,21,0.0,1.0,0,0,0,0.095238095,0,0.0,0,1,0.0,0,0.0,100.0,0,0,0,0.0,0,0,0,1,1,0,121,610,0,0,1,0
9688,19,11,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,1,1,0,0,0,0,2,0,2,2,0,2,2,0,2.0,2.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,311,54,0,0,1,0
10371,66,16,0,2,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,1,1,0,0,2,0,6,4,1,3,1,29,8,29,8.333333332999999,5.5,9.75,0,0,0,0,0,0,82,0.792682927,0.207317073,0,0,0,0.294117647,0,0.235294118,0,1,70.58823529,0,100.0,0.0,0,0,0,36.36363636,0,0,0,0,1,0,2795,7412,13241,0,0,5
1992,54,25,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,6,3,3,3,4,17,17,5,6.166666667,10.0,4.25,1,0,0,0,0,0,111,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,0,444,3573,0,0,1,1
2332,27,18,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,10,10,0,6.5,6.5,0.0,0,0,0,0,0,0,26,0.615384615,0.384615385,0,0,0,0.3,0,0.3,0,1,85.71428571,0,0.0,0.0,0,0,0,77.77777778,0,0,0,1,1,0,91,5022,2714532,0,0,3
6739,44,29,1,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.5,0.517241379,0,0,0,0,1,2,0,0,0,0,0,0,3,0,7,9,7,15,15,7,10.33333333,12.0,7.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,274,3378,3100263,0,1,4
6973,47,22,0,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,3,3,3,14,14,7,6.4,8.5,5.0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,247,3770,0,0,1,2
5129,33,16,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.151515152,0.0,0,0,0,0,0,2,0,0,0,0,0,0,4,3,1,3,1,8,8,5,4.25,5.5,3.0,0,0,0,0,0,0,146,0.931506849,0.068493151,0,0,0,0.1,0,0.0,0,0,100.0,0,33.33333333,66.66666667,0,0,0,64.70588235,0,0,0,1,0,0,1683,-1,71671,0,0,5
3459,42,14,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.023809524,0.0,0,0,0,0,0,2,0,1,0,0,0,0,4,2,4,10,4,10,10,7,6.75,10.0,5.666666667,0,0,0,0,0,0,32,0.59375,0.40625,0,0,0,0.230769231,0,0.692307692,0,1,75.0,0,0.0,0.0,0,0,0,20.0,0,0,0,1,1,0,120,1341,0,0,0,0
4885,73,10,0,2,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1,0.02739726,0.2,0,0,0,0,1,2,0,0,0,0,0,0,8,4,4,7,4,10,7,10,7.0,7.0,7.0,0,0,0,0,0,0,56,0.0,1.0,0,0,0,0.142857143,0,0.142857143,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,92,2098,0,0,1,2
6085,51,16,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,3,12,3,17,12,17,9.25,12.0,8.333333332999999,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,1606,2046,0,0,0,2
6159,75,39,0,3,2,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.08,0.0,0,0,0,0,0,3,1,0,0,0,1,0,8,4,3,3,4,12,12,8,7.0,8.0,6.0,0,0,0,0,0,0,3,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,353,11,0,0,1,0
8404,26,17,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,13,13,0,13,13,0,13.0,13.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,359,6,0,0,1,0
9533,22,13,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,6,3,3,0,5,5,0,4.0,4.0,0.0,0,0,0,0,0,0,41,0.975609756,0.024390244,0,0,0,0.0,0,0.0,0,0,50.0,0,100.0,0.0,0,0,0,100.0,0,0,0,0,1,0,1739,4104,49465,0,0,3
257,128,120,0,10,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0546875,0.058333333,0,0,0,0,0,3,0,0,0,0,0,0,10,6,2,2,0,35,35,0,10.7,10.7,0.0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,300,65,0,0,1,0
8726,56,47,0,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.125,0.14893617,0,0,0,0,0,3,0,0,1,0,0,0,4,1,1,1,0,30,30,0,10.0,10.0,0.0,0,0,0,0,0,0,22,0.227272727,0.772727273,0,2,0,0.0,0,0.0,0,1,0.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,0,228,5616,0,0,1,5
9855,43,14,0,2,0,0,0,0,0,0,2,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,6,6,2,3,2,10,6,10,4.5,4.5,4.5,0,0,0,0,0,0,49,0.8979591840000001,0.102040816,0,0,0,0.4,0,0.0,0,0,100.0,0,66.66666667,33.33333333,0,0,0,77.77777778,0,0,0,0,1,0,2021,4918,19671,0,0,5
9145,26,17,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,9,9,0,6.0,6.0,0.0,0,0,0,0,0,0,503,0.972166998,0.027833002,0,1,0,0.071428571,0,0.071428571,1,1,94.11764706,0,100.0,0.0,0,1,0,57.14285714,0,0,0,1,0,0,44,5434,30291,0,0,4
6543,129,14,1,2,4,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.457364341,0.142857143,0,0,0,0,0,2,1,0,0,0,0,0,9,13,3,3,3,49,6,49,12.22222222,4.5,14.42857143,1,0,0,0,0,0,4,1.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,100.0,0.0,0,0,0,0.0,0,0,1,1,0,0,100,-2,0,0,1,0
3625,51,8,0,1,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.078431373,0.0,0,0,0,0,0,1,1,0,0,0,2,0,4,1,1,5,1,28,5,28,9.25,5.0,10.66666667,0,0,0,0,0,0,232,0.8491379309999999,0.150862069,0,0,0,0.171428571,0,0.028571429,0,1,81.81818182,0,55.55555556,44.44444444,0,0,0,0.0,0,0,0,0,1,0,163,2758,100014,0,1,4
702,128,50,1,4,1,0,1,2,0,3,2,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0.171875,0.0,0,0,0,1,0,3,1,0,0,0,0,0,13,12,2,3,2,17,13,17,7.769230769,8.4,7.375,0,0,0,0,0,0,51,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,0,25,3992,5707171,0,1,0
3189,56,21,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,4,1,3,17,3,17,17,11,10.5,17.0,8.333333332999999,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,218,2703,0,0,1,0
